epoch,loss,out_caps_acc,out_caps_loss,out_recon_loss,val_loss,val_out_caps_acc,val_out_caps_loss,val_out_recon_loss
0,nan,0.09736626637554585,0.0034818485314148484,nan,nan,0.06666667014360428,0.0,nan
